,country,value,rank
733,Hungary,40.52960378340081,57
734,Iraq,40.64971831376519,57
735,Romania,41.27123985020244,57
736,Slovakia,42.22035958164642,57
737,Malta,2.456173,57
738,Slovakia,43.120711828609984,57
739,Slovakia,41.32000733468286,57
740,Hungary,40.79406838704453,57
741,Hungary,41.32299759433198,58
742,New Zealand,40.0,58
743,New Zealand,40.0,58
744,Slovakia,40.4196550877193,58
745,Hungary,39.73620997246964,58
746,Cayman Islands,0.64650345,58
747,Romania,39.621131777327946,58
748,Hungary,41.05853299068826,58
749,Qatar,42.15918939838057,58
750,Romania,40.17116780161945,58
751,Hungary,40.00067457611336,58
752,Hungary,39.47174536882591,58
753,Qatar,43.149558441295554,58
754,Denmark,36.67122948306343,59
755,Qatar,40.17845131255061,59
756,Slovakia,37.71859834682861,59
757,Slovakia,39.519302840755735,59
758,Hungary,41.85192680161944,59
759,Bulgaria,34.0,59
760,Denmark,33.0,59
761,Hungary,41.58746219797571,59
762,Slovakia,38.61895059379217,59
763,Qatar,39.18808226963563,59
764,Denmark,36.96097094318489,59
765,Faroe Islands,0.355074,59
766,Qatar,41.16882035546559,59
767,Serbia,39.77939968488531,60
768,Dominican Republic,0.08386554,60
769,Slovakia,35.917893852901486,60
770,Denmark,37.250712403306345,60
771,Slovakia,36.81824609986505,60
772,Qatar,38.19771322672065,60
773,Denmark,38.699419703913634,60
774,Bulgaria,33.0,60
775,Romania,38.52105972874495,60
776,Denmark,33.0,60
777,Denmark,37.5404538634278,60
778,Denmark,38.98916116403509,60
779,Romania,39.071095753036445,60
780,Denmark,39.278902624156544,61
781,Denmark,38.40967824379217,61
782,Qatar,35.22660609797571,61
783,Afghanistan,,61
784,Qatar,37.20734418380568,61
785,Denmark,38.11993678367072,61
786,Romania,37.97102370445346,61
787,Denmark,37.83019532354926,61
788,Belarus,33.0,61
789,Qatar,34.236237055060734,61
790,Qatar,36.21697514089069,61
791,Serbia,38.77721837658572,61
792,Belarus,32.0,61
793,Serbia,31.761949218488542,62
794,Serbia,32.76413052678814,62
795,Serbia,37.77503706828612,62
796,Oman,31.0,62
797,Serbia,30.759767910188955,62
798,Serbia,36.77285575998653,62
799,Romania,36.870951655870456,62
800,Albania,,62
801,Serbia,35.77067445168693,62
802,Romania,37.42098768016196,62
803,Oman,32.0,62
804,Serbia,33.76631183508774,62
805,Serbia,34.76849314338733,62
806,Morocco,30.0,63
807,Morocco,33.55933451187585,63
808,Morocco,36.382711213900144,63
809,Morocco,34.971022862888,63
810,Morocco,30.735957809851563,63
811,Morocco,30.03011363434549,63
812,Morocco,32.14764616086371,63
813,Algeria,,63
814,Morocco,34.265178687381926,63
815,Morocco,35.67686703839407,63
816,Morocco,30.0,63
817,Morocco,32.85349033636978,63
818,Morocco,31.441801985357635,63
819,Ireland,32.29483385863698,64
820,Ireland,30.589763755600544,64
821,Ireland,31.726477157624835,64
822,American Samoa,,64
823,Serbia,30.0,64
824,Ireland,35.13661736369771,64
825,Serbia,30.0,64
826,Ireland,34.56826066268556,64
827,Ireland,33.43154726066127,64
828,Ireland,30.0214070545884,64
829,Ireland,33.99990396167342,64
830,Ireland,31.15812045661269,64
831,Ireland,32.86319055964913,64
832,Bahrain,32.35249324156545,65
833,Bulgaria,28.22567865047233,65
834,Angola,,65
835,Bahrain,30.032292852901485,65
836,Bahrain,33.12589337112011,65
837,Bahrain,28.485492593792173,65
838,Bahrain,30.805692982456137,65
839,Bahrain,33.899293500674766,65
840,Bahrain,29.258892723346825,65
841,Bahrain,34.67269363022942,65
842,Slovakia,28.0,65
843,Bahrain,31.5790931120108,65
844,Nigeria,29.0,65
845,Syria,31.3608608731444,66
846,Syria,29.513978439946012,66
847,Bahrain,27.712092464237514,66
848,Nigeria,28.0,66
849,Syria,30.745233395411603,66
850,Syria,31.97648835087719,66
851,Syria,28.282723484480428,66
852,Antigua and Barbuda,,66
853,Syria,28.89835096221322,66
854,Syria,32.592115828609984,66
855,Syria,33.20774330634278,66
856,Syria,30.12960591767881,66
857,Slovakia,28.0,66
858,Nigeria,29.059366933198383,67
859,Argentina,,67
860,Nigeria,32.14894139676114,67
861,Libya,28.48237325775979,67
862,Nigeria,29.67728182591093,67
863,Syria,27.66709600674764,67
864,Bahrain,27.0,67
865,Nigeria,30.913111611336035,67
866,Bahrain,26.0,67
867,Libya,27.930547278002702,67
868,Bulgaria,28.004896488529013,67
869,Nigeria,31.531026504048587,67
870,Nigeria,30.295196718623487,67
871,Ireland,26.0,68
872,Aruba,,68
873,Nigeria,27.823537147773283,68
874,Nigeria,28.441452040485835,68
875,Libya,30.137851197031047,68
876,Libya,31.7933291363023,68
877,Libya,26.826895318488532,68
878,Libya,27.37872129824562,68
879,Libya,29.03419923751688,68
880,Libya,29.58602521727396,68
881,Libya,30.68967717678813,68
882,Ireland,27.0,68
883,Libya,31.24150315654521,68
884,Oman,30.96091964912282,69
885,Oman,28.853926248313098,69
886,Libya,26.0,69
887,Nigeria,27.20562225506073,69
888,Bulgaria,27.56333216464237,69
889,Libya,25.0,69
890,Bulgaria,27.78411432658569,69
891,Oman,27.449263981106625,69
892,Oman,29.556257381916332,69
893,Oman,28.15159511470986,69
894,Oman,30.25858851551958,69
895,Nigeria,26.587707362348183,69
896,Azerbaijan,,69
897,Ecuador,25.0,70
898,Azerbaijan,27.4459584291498,70
899,Oman,25.342270580296905,70
900,Oman,26.044601713900143,70
901,Azerbaijan,29.287073514170046,70
902,Bulgaria,27.342550002699053,70
903,Bahrain,,70
904,Oman,26.74693284750338,70
905,Ecuador,24.0,70
906,Oman,24.639939446693663,70
907,Azerbaijan,29.900778542510125,70
908,Azerbaijan,28.673368485829965,70
909,Azerbaijan,28.059663457489883,70
910,Azerbaijan,20.0,71
911,Bulgaria,27.12176784075573,71
912,Ecuador,27.15188008502025,71
913,Azerbaijan,26.21854837246964,71
914,Azerbaijan,26.83225340080972,71
915,Azerbaijan,25.60484334412956,71
916,Azerbaijan,20.0,71
917,Bulgaria,26.90098567881241,71
918,Bulgaria,26.68020351686909,71
919,Azerbaijan,24.99113831578948,71
920,Bangladesh,,71
921,Ecuador,26.58498941295547,71
922,Azerbaijan,24.3774332874494,71
923,Ecuador,23.750536052631585,72
924,Ecuador,25.45120806882592,72
925,Barbados,,72
926,Ecuador,26.018098740890693,72
927,Iceland,19.0,72
928,Ecuador,24.884317396761137,72
929,Bulgaria,26.459421354925773,72
930,Ecuador,24.31742672469636,72
931,Ecuador,22.049864036437253,72
932,Bulgaria,26.23863919298245,72
933,Ecuador,23.183645380566805,72
934,Lebanon,18.0,72
935,Ecuador,22.61675470850203,72
936,Croatia,23.60627148609987,73
937,Croatia,24.691180590553312,73
938,Croatia,25.233635142780034,73
939,Croatia,21.43645327719299,73
940,Croatia,25.776089695006757,73
941,Croatia,22.52136238164643,73
942,Burma,18.0,73
943,Croatia,20.893998724966263,73
944,Croatia,23.06381693387315,73
945,Jordan,18.0,73
946,Croatia,24.14872603832659,73
947,Croatia,21.978907829419708,73
948,Belize,,73
949,Puerto Rico,20.994806448329285,74
950,Puerto Rico,21.41958224360864,74
951,Puerto Rico,22.26913383416734,74
952,Puerto Rico,22.481521731807018,74
953,Benin,,74
954,Puerto Rico,21.20719434596896,74
955,Iceland,18.0,74
956,Tajikistan,22.861176815114717,74
957,Puerto Rico,20.78241855068961,74
958,Puerto Rico,21.631970141248317,74
959,Puerto Rico,22.056745936527665,74
960,Lebanon,18.0,74
961,Puerto Rico,21.84435803888799,74
962,Jordan,17.0,75
963,Tajikistan,21.083825171390018,75
964,Tajikistan,20.19514934952767,75
965,Tajikistan,22.416838904183543,75
966,Tajikistan,18.862135616734147,75
967,Croatia,17.0,75
968,Tajikistan,21.528163082321196,75
969,Tajikistan,19.750811438596497,75
970,Bermuda,,75
971,Tajikistan,21.972500993252368,75
972,Tajikistan,19.30647352766532,75
973,Tajikistan,20.639487260458843,75
974,Iceland,22.7451367165992,75
975,Iceland,18.537313055465592,76
976,Iceland,20.874992867206483,76
977,Burma,17.0,76
978,Iceland,19.47238498016195,76
979,Iceland,21.342528829554663,76
980,Iceland,19.00484901781377,76
981,Croatia,17.0,76
982,Iceland,21.810064791902843,76
983,Bhutan,,76
984,Iceland,22.27760075425102,76
985,Iceland,19.939920942510128,76
986,Iceland,20.407456904858307,76
987,Puerto Rico,22.693909629446694,76
988,Lebanon,19.58619420377868,77
989,Lebanon,18.23793049932524,77
990,Dominican Republic,16.0,77
991,Lebanon,19.136772968960862,77
992,Lebanon,20.48503667341431,77
993,Tunisia,16.0,77
994,Lebanon,21.38387914304994,77
995,Lebanon,20.93445790823212,77
996,Bosnia and Herzegovina,,77
997,Lebanon,17.788509264507425,77
998,Lebanon,21.83330037786775,77
999,Lebanon,20.03561543859649,77
1000,Lebanon,18.687351734143054,77
1001,Slovenia,17.743413778731444,78
1002,Slovenia,19.099144999136303,78
1003,Slovenia,20.454876219541163,78
1004,Slovenia,18.647234592334684,78
1005,Slovenia,19.551055405937923,78
1006,Tunisia,16.0,78
1007,Slovenia,20.002965812739543,78
1008,Slovenia,21.3586970331444,78
1009,Dominican Republic,16.0,78
1010,Botswana,,78
1011,Slovenia,18.195324185533064,78
1012,Slovenia,20.906786626342782,78
1013,Slovenia,21.81060743994602,78
1014,Jordan,17.806580026315793,79
1015,Jordan,18.706749058704457,79
1016,British Virgin Islands,,79
1017,Jordan,17.356495510121462,79
1018,Jordan,18.256664542510126,79
1019,Jordan,20.95717163967612,79
1020,Jordan,19.15683357489879,79
1021,Cuba,16.0,79
1022,Jordan,20.05700260728745,79
1023,Cuba,16.0,79
1024,Jordan,19.60691809109312,79
1025,Jordan,16.90641099392713,79
1026,Jordan,20.507087123481785,79
1027,Tunisia,18.207257607962216,80
1028,Tunisia,17.432317717273957,80
1029,Tunisia,17.819787662618086,80
1030,Puerto Rico,15.0,80
1031,Turkmenistan,15.0,80
1032,Tunisia,20.144607334682867,80
1033,Tunisia,19.757137389338737,80
1034,Tunisia,16.657377826585698,80
1035,Tunisia,18.982197498650475,80
1036,Brunei,,80
1037,Tunisia,18.594727553306345,80
1038,Tunisia,17.04484777192983,80
1039,Tunisia,19.369667443994604,80
1040,Turkmenistan,19.508464395411607,81
1041,Puerto Rico,14.0,81
1042,Turkmenistan,17.30317672334683,81
1043,Turkmenistan,15.980004120107964,81
1044,Turkmenistan,17.744234257759786,81
1045,Turkmenistan,19.949521929824563,81
1046,Turkmenistan,16.42106165452092,81
1047,Burkina Faso,,81
1048,Turkmenistan,19.06740686099865,81
1049,Turkmenistan,16.862119188933875,81
1050,Turkmenistan,18.18529179217274,81
1051,Turkmenistan,15.0,81
1052,Turkmenistan,18.626349326585697,81
1053,Dominican Republic,19.342616126855606,82
1054,Dominican Republic,18.55064486369771,82
1055,Dominican Republic,15.778745442645077,82
1056,Dominican Republic,17.758673600539815,82
1057,Slovenia,14.0,82
1058,Dominican Republic,16.96670233738192,82
1059,Dominican Republic,18.154659232118764,82
1060,Sri Lanka,14.0,82
1061,Dominican Republic,18.946630495276658,82
1062,Dominican Republic,17.36268796896087,82
1063,Dominican Republic,16.570716705802973,82
1064,Burma,,82
1065,Dominican Republic,16.174731074224027,82
1066,Bosnia and Herzegovina,17.27683358232119,83
1067,Cuba,16.216944886909584,83
1068,Cuba,15.767445772739544,83
1069,Bosnia and Herzegovina,16.879086968960866,83
1070,Burundi,,83
1071,Cuba,15.617612734682863,83
1072,Bosnia and Herzegovina,17.674580195681514,83
1073,Bosnia and Herzegovina,16.481340355600544,83
1074,Cuba,15.467779696626184,83
1075,Cuba,16.067111848852903,83
1076,Mozambique,14.0,83
1077,Cuba,15.917278810796224,83
1078,Syria,14.0,83
1079,Bosnia and Herzegovina,14.492607288798922,84
1080,Tajikistan,14.0,84
1081,Cuba,16.816277039136306,84
1082,Cuba,16.516610963022945,84
1083,Cuba,16.366777924966264,84
1084,Bosnia and Herzegovina,16.083593742240218,84
1085,Bosnia and Herzegovina,14.890353902159248,84
1086,Cuba,16.666444001079626,84
1087,Cabo Verde,,84
1088,Tajikistan,14.0,84
1089,Bosnia and Herzegovina,15.28810051551957,84
1090,Bosnia and Herzegovina,14.0948606754386,84
1091,Bosnia and Herzegovina,15.685847128879896,84
1092,Paraguay,13.0,85
1093,Lithuania,15.923490169095816,85
1094,Cambodia,,85
1095,Lithuania,13.624045973549258,85
1096,Lithuania,13.95253800148448,85
1097,Syria,14.0,85
1098,Lithuania,14.281030029419703,85
1099,Lithuania,13.29555394561404,85
1100,Lithuania,15.266506113225372,85
1101,Lithuania,16.25198219703104,85
1102,Lithuania,14.938014085290147,85
1103,Lithuania,15.594998141160596,85
1104,Lithuania,14.609522057354926,85
1105,Mozambique,15.291633305802968,86
1106,Mozambique,14.61851412645074,86
1107,Mozambique,12.935716178070177,86
1108,Mozambique,14.281954536774627,86
1109,Mozambique,15.964752485155191,86
1110,Mozambique,13.0,86
1111,Mozambique,13.6088353574224,86
1112,Mozambique,14.955073716126854,86
1113,Slovenia,14.0,86
1114,Mozambique,15.62819289547908,86
1115,Cameroon,,86
1116,Mozambique,13.945394947098514,86
1117,Mozambique,13.272275767746288,86
1118,Kyrgyzstan,15.687294979757086,87
1119,Kyrgyzstan,13.743608291497976,87
1120,Kyrgyzstan,15.039399417004049,87
1121,Kyrgyzstan,13.419660510121458,87
1122,Central African Republic,,87
1123,Kyrgyzstan,13.09571272874494,87
1124,Kyrgyzstan,14.391503854251011,87
1125,Kyrgyzstan,15.363347198380568,87
1126,Zambia,13.0,87
1127,Kyrgyzstan,14.067556072874494,87
1128,Kyrgyzstan,14.715451635627533,87
1129,Kyrgyzstan,12.77176494736842,87
1130,Bosnia and Herzegovina,12.0,87
1131,Sri Lanka,14.830182504048588,88
1132,North Korea,13.0,88
1133,Chad,,88
1134,Sri Lanka,12.318720593117414,88
1135,Sri Lanka,12.946586070850207,88
1136,Zambia,12.0,88
1137,Sri Lanka,13.260518809716604,88
1138,Sri Lanka,13.888384287449398,88
1139,Sri Lanka,14.516249765182192,88
1140,Sri Lanka,13.574451548583,88
1141,Sri Lanka,14.202317026315797,88
1142,Sri Lanka,12.63265333198381,88
1143,Sri Lanka,15.144115242914983,88
1144,Georgia,12.377755184885292,89
1145,Georgia,14.50113824561404,89
1146,China,,89
1147,Georgia,13.894457371120112,89
1148,Georgia,12.98443605937922,89
1149,North Korea,12.0,89
1150,Sri Lanka,13.0,89
1151,Georgia,14.197797808367074,89
1152,Georgia,13.287776496626185,89
1153,Georgia,12.074414747638327,89
1154,Georgia,12.681095622132258,89
1155,Georgia,11.771074310391366,89
1156,Georgia,13.591116933873147,89
1157,Burma,13.205225427125509,90
1158,Burma,12.884713032388667,90
1159,Uruguay,12.0,90
1160,North Korea,11.76625081511471,90
1161,Burma,12.243688242914985,90
1162,Colombia,,90
1163,Burma,13.846250216599191,90
1164,Burma,13.525737821862352,90
1165,Burma,12.564200637651824,90
1166,Paraguay,12.0,90
1167,Burma,11.602663453441298,90
1168,Burma,14.166762611336036,90
1169,Burma,11.92317584817814,90
1170,Comoros,,91
1171,Kyrgyzstan,12.0,91
1172,Uruguay,12.059090622672068,91
1173,Uruguay,13.247434710728747,91
1174,Uruguay,12.53442825789474,91
1175,Georgia,11.0,91
1176,Uruguay,11.34608416983806,91
1177,Uruguay,11.583752987449396,91
1178,Uruguay,13.009765893117413,91
1179,Uruguay,11.821421805060732,91
1180,Uruguay,12.772097075506077,91
1181,Uruguay,13.485103528340083,91
1182,Uruguay,12.296759440283404,91
1183,Estonia,11.23822178677463,92
1184,Estonia,12.89023108232119,92
1185,Georgia,12.0,92
1186,Sudan,11.0,92
1187,Burma,11.282151058704455,92
1188,Congo-Brazzaville,,92
1189,Estonia,13.165565964912282,92
1190,Estonia,12.06422643454791,92
1191,North Korea,11.347882709851554,92
1192,Estonia,12.614896199730095,92
1193,Estonia,12.339561317139005,92
1194,Estonia,11.788891551956816,92
1195,Estonia,11.513556669365723,92
1196,Congo-Kinshasa,,93
1197,Zambia,10.994988666261808,93
1198,Paraguay,12.567719681219074,93
1199,Paraguay,12.297208673054431,93
1200,Zambia,11.149620449460189,93
1201,Bosnia and Herzegovina,12.0,93
1202,Uruguay,11.0,93
1203,Costa Rica,11.576755364709854,93
1204,Paraguay,12.838230689383716,93
1205,Costa Rica,11.809129178272608,93
1206,Zambia,10.840356883063428,93
1207,Costa Rica,12.04150299183536,93
1208,Costa Rica,11.344381551147102,93
1209,Zambia,11.30425223265857,94
1210,Kyrgyzstan,11.0,94
1211,Costa Rica,12.73862443252362,94
1212,Estonia,10.687552021592444,94
1213,Paraguay,12.02669766488979,94
1214,Costa Rica,12.273876805398114,94
1215,Cook Islands,,94
1216,Guatemala,11.0,94
1217,Paraguay,11.756186656725149,94
1218,Paraguay,11.485675648560504,94
1219,Costa Rica,12.506250618960866,94
1220,Costa Rica,11.112007737584348,94
1221,Estonia,10.962886904183538,94
1222,Zambia,11.768147582253713,95
1223,Costa Rica,,95
1224,Guatemala,11.955964785964914,95
1225,Lithuania,11.0,95
1226,Lithuania,11.0,95
1227,Paraguay,10.94465363223122,95
1228,Guatemala,12.212924326855603,95
1229,Paraguay,11.215164640395864,95
1230,Zambia,11.458884015856947,95
1231,Costa Rica,10.879633924021595,95
1232,Costa Rica,10.64726011045884,95
1233,Zambia,11.61351579905533,95
1234,Guatemala,12.469883867746292,95
1235,Guatemala,11.18508616329285,96
1236,Côte d’Ivoire,,96
1237,Zambia,11.92277936545209,96
1238,Sudan,11.0,96
1239,Guatemala,10.0,96
1240,North Korea,10.929514604588396,96
1241,Guatemala,10.928126622402162,96
1242,Paraguay,10.674142624066578,96
1243,Guatemala,11.442045704183538,96
1244,Guatemala,11.699005245074227,96
1245,Zambia,12.232042931848852,96
1246,Paraguay,10.403631615901936,96
1247,Zambia,12.077411148650471,96
1248,Costa Rica,10.0,97
1249,Costa Rica,9.9,97
1250,Guatemala,10.414207540620785,97
1251,Trinidad and Tobago,10.71811509311741,97
1252,Trinidad and Tobago,10.510374591093118,97
1253,Guatemala,10.157247999730098,97
1254,Guatemala,10.671167081511474,97
1255,Trinidad and Tobago,11.341336599190283,97
1256,Cuba,,97
1257,Trinidad and Tobago,11.133596097165992,97
1258,North Korea,10.511146499325235,97
1259,Trinidad and Tobago,10.9258555951417,97
1260,Trinidad and Tobago,10.302634089068826,97
1261,North Korea,10.09277839406208,98
1262,Trinidad and Tobago,9.47167208097166,98
1263,Angola,9.5,98
1264,North Macedonia,10.991858566194336,98
1265,Angola,10.0,98
1266,North Macedonia,10.530549216801624,98
1267,North Macedonia,10.76120389149798,98
1268,North Macedonia,11.222513240890692,98
1269,Trinidad and Tobago,10.094893587044536,98
1270,Trinidad and Tobago,9.887153085020245,98
1271,Trinidad and Tobago,9.679412582995951,98
1272,North Macedonia,10.299894542105267,98
1273,Dominica,,98
1274,Latvia,10.189391436167345,99
1275,North Macedonia,9.838585192712554,99
1276,Trinidad and Tobago,9.1,99
1277,North Macedonia,9.377275843319842,99
1278,North Macedonia,9.146621168623485,99
1279,Latvia,10.414072870175442,99
1280,Ecuador,,99
1281,North Macedonia,10.06923986740891,99
1282,Panama,9.3,99
1283,North Macedonia,9.607930518016198,99
1284,Latvia,9.964710002159247,99
1285,Latvia,10.863435738191637,99
1286,Latvia,10.63875430418354,99
1287,Estonia,9.1,100
1288,Sudan,9.985925384278003,100
1289,Latvia,9.06598426612686,100
1290,Latvia,9.290665700134957,100
1291,Sudan,9.740866215249666,100
1292,Sudan,10.230984553306344,100
1293,Latvia,8.841302832118762,100
1294,Sudan,10.721102891363026,100
1295,Egypt,,100
1296,Latvia,9.740028568151152,100
1297,Ghana,9.0,100
1298,Latvia,9.515347134143054,100
1299,Sudan,10.476043722334683,100
1300,North Korea,9.67441028879892,101
1301,Sudan,9.250747877192984,101
1302,Ghana,9.479094091565454,101
1303,Ethiopia,9.0,101
1304,Ghana,8.662684321929826,101
1305,Equatorial Guinea,,101
1306,Panama,9.643986521381915,101
1307,Panama,9.0,101
1308,Sudan,9.495807046221325,101
1309,Panama,10.032274790418354,101
1310,Panama,9.838130655900136,101
1311,Sudan,9.005688708164644,101
1312,Ghana,8.798752616869097,101
1313,Panama,9.4498423868637,102
1314,Ghana,8.8,102
1315,Ghana,9.751230681443996,102
1316,Ghana,9.07088920674764,102
1317,Zimbabwe,8.660380087719298,102
1318,Eritrea,,102
1319,Ghana,9.20695750168691,102
1320,Ghana,9.34302579662618,102
1321,Sudan,8.760629539136305,102
1322,Ghana,9.615162386504725,102
1323,Ethiopia,8.8,102
1324,Ghana,9.887298976383269,102
1325,Ghana,8.934820911808368,102
1326,Zimbabwe,8.67855850877193,103
1327,North Korea,9.256042183535763,103
1328,Moldova,9.28079449932524,103
1329,Eswatini,,103
1330,Panama,8.867409983309043,103
1331,Panama,9.061554117827262,103
1332,Moldova,9.462766244264513,103
1333,Moldova,9.64473798920378,103
1334,Sudan,8.515570370107964,103
1335,Kenya,8.8,103
1336,Kenya,8.7,103
1337,Zimbabwe,8.669469298245614,103
1338,Panama,9.25569825234548,103
1339,Bolivia,9.167706655937923,104
1340,Moldova,8.734879264507425,104
1341,Bolivia,8.98005094278003,104
1342,Ethiopia,,104
1343,Zimbabwe,8.687647719298246,104
1344,Congo-Kinshasa,8.6,104
1345,Bolivia,9.35536236909582,104
1346,Panama,8.673265848790825,104
1347,Moldova,8.916851009446697,104
1348,Estonia,8.7,104
1349,Panama,8.479121714272607,104
1350,Panama,8.284977579754388,104
1351,Moldova,9.098822754385967,104
1352,Fiji,,105
1353,Zimbabwe,8.696736929824562,105
1354,Kenya,9.264292060728748,105
1355,Kenya,8.932399625910934,105
1356,Moldova,8.00699228475034,105
1357,Kenya,9.09834584331984,105
1358,Bolivia,8.792395229622135,105
1359,Cambodia,8.4,105
1360,Moldova,8.188964029689611,105
1361,Moldova,8.370935774628883,105
1362,Congo-Kinshasa,8.6,105
1363,Zimbabwe,8.705826140350878,105
1364,Moldova,8.552907519568153,105
1365,French Guiana,,106
1366,Bolivia,8.60473951646424,106
1367,North Korea,8.837674078272606,106
1368,Kenya,7.936722321457491,106
1369,Angola,9.102682551282054,106
1370,Kenya,8.434560973684214,106
1371,Kenya,7.770776104048584,106
1372,Kenya,8.102668538866398,106
1373,Angola,8.892479039743593,106
1374,Bolivia,8.3,106
1375,Bolivia,8.1,106
1376,Kenya,8.766453408502027,106
1377,Kenya,8.268614756275305,106
1378,Zimbabwe,8.714915350877193,107
1379,Bolivia,8.417083803306346,107
1380,Zimbabwe,8.72400456140351,107
1381,Zimbabwe,8.733093771929825,107
1382,Kenya,8.60050719109312,107
1383,Congo-Kinshasa,8.747624723346828,107
1384,Bolivia,8.229428090148451,107
1385,Bolivia,7.854116663832661,107
1386,Zimbabwe,7.8,107
1387,Congo-Kinshasa,7.711109152496626,107
1388,Bolivia,8.041772376990556,107
1389,French Polynesia,,107
1390,Trinidad and Tobago,8.2,107
1391,Congo-Kinshasa,8.056614342780026,108
1392,Congo-Kinshasa,8.286951136302296,108
1393,Zimbabwe,8.742182982456141,108
1394,Cambodia,6.9,108
1395,Bolivia,7.666460950674766,108
1396,Angola,8.472072016666669,108
1397,Congo-Kinshasa,8.171782739541161,108
1398,Congo-Kinshasa,7.941445946018894,108
1399,Congo-Kinshasa,8.632456326585697,108
1400,Zimbabwe,7.4,108
1401,Congo-Kinshasa,7.82627754925776,108
1402,Angola,8.68227552820513,108
1403,Gabon,,108
1404,Angola,7.421054458974361,109
1405,Congo-Kinshasa,8.517287929824562,109
1406,Angola,7.631257970512824,109
1407,Angola,8.261868505128207,109
1408,Angola,7.841461482051285,109
1409,Angola,8.051664993589746,109
1410,"Gambia, The",,109
1411,North Korea,8.41930597300945,109
1412,Congo-Kinshasa,8.402119533063427,109
1413,Latvia,7.0,109
1414,Angola,7.210850947435899,109
1415,Latvia,6.8,109
1416,Ethiopia,8.477297990553309,109
1417,Côte d’Ivoire,6.8,110
1418,Ethiopia,7.715238798650474,110
1419,Ethiopia,8.096268394601893,110
1420,Luxembourg,7.404020788124157,110
1421,Luxembourg,7.129621907557356,110
1422,Armenia,8.075572793522268,110
1423,Ethiopia,7.905753596626183,110
1424,Ethiopia,7.524724000674765,110
1425,Luxembourg,7.31255449460189,110
1426,Luxembourg,7.221088201079622,110
1427,Ghana,,110
1428,Ethiopia,8.286783192577602,110
1429,Mongolia,6.9,110
1430,Luxembourg,7.586953375168692,111
1431,Luxembourg,7.6784196686909585,111
1432,Armenia,7.908416277327936,111
1433,Gibraltar,,111
1434,Luxembourg,7.495487081646424,111
1435,Luxembourg,7.769885962213225,111
1436,Honduras,6.7,111
1437,Ethiopia,6.762664808771931,111
1438,North Korea,8.000937867746291,111
1439,Ethiopia,6.95317960674764,111
1440,Ethiopia,7.143694404723349,111
1441,Luxembourg,6.4,111
1442,Ethiopia,7.334209202699058,111
1443,Armenia,7.406946728744941,112
1444,Luxembourg,7.95281854925776,112
